message_key,kafka_timestamp,event_id,transaction_id,customer_id,product_id,customer_name,product_name,category,city,store,quantity,unit_price,total_amount,stock_actual,stock_minimo,risk_score,is_risk,event_timestamp,processing_timestamp,batch_id
TRX-00087491,2026-05-13 15:22:31.598,EVT-000470,TRX-00087491,CLI-011380,PROD-001824,Plinio,Zapatillas,Calzado,Lima,Mega Plaza,4,418.36,1673.44,93,35,0.67,False,2026-05-13 15:22:31,2026-05-13 15:22:40.006,6
TRX-00056090,2026-05-13 15:22:31.699,EVT-000471,TRX-00056090,CLI-008338,PROD-002351,Juan Luis,Polo,Ropa,Lima,Mall Aventura,2,375.89,751.78,383,35,0.17,False,2026-05-13 15:22:31,2026-05-13 15:22:40.006,6
TRX-00069427,2026-05-13 15:22:31.802,EVT-000472,TRX-00069427,CLI-016582,PROD-001544,Petrona,Mesa,Hogar,Lima,Mall Aventura,3,731.68,2195.04,219,17,0.45,False,2026-05-13 15:22:31,2026-05-13 15:22:40.006,6
TRX-00005960,2026-05-13 15:22:31.905,EVT-000473,TRX-00005960,CLI-000510,PROD-001174,Zacarías,Jean,Ropa,Trujillo,Open Plaza,5,491.98,2459.9,434,10,0.63,False,2026-05-13 15:22:31,2026-05-13 15:22:40.006,6
TRX-00002466,2026-05-13 15:22:32.008,EVT-000474,TRX-00002466,CLI-001452,PROD-004181,Tamara,Silla,Hogar,Arequipa,Jockey Plaza,3,798.58,2395.74,227,35,0.44,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00018919,2026-05-13 15:22:32.110,EVT-000475,TRX-00018919,CLI-018159,PROD-004040,Maite,Zapatillas,Calzado,Piura,Jockey Plaza,5,593.75,2968.75,499,26,0.53,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00044357,2026-05-13 15:22:32.212,EVT-000476,TRX-00044357,CLI-016439,PROD-002342,Abigaíl,Pelota,Deportes,Arequipa,Mega Plaza,5,454.19,2270.95,155,10,0.58,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00011457,2026-05-13 15:22:32.314,EVT-000477,TRX-00011457,CLI-003848,PROD-003098,Marcela,Sandalias,Calzado,Piura,Mall Aventura,4,252.74,1010.96,407,35,0.39,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00062391,2026-05-13 15:22:32.416,EVT-000478,TRX-00062391,CLI-001854,PROD-003848,Leocadio,Pelota,Deportes,Trujillo,Mega Plaza,5,650.25,3251.25,477,20,0.5,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00085151,2026-05-13 15:22:32.518,EVT-000479,TRX-00085151,CLI-013609,PROD-003885,Donato,Reloj,Accesorios,Piura,Open Plaza,5,48.26,241.3,174,24,0.2,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00027962,2026-05-13 15:22:32.622,EVT-000480,TRX-00027962,CLI-017412,PROD-000503,Gregorio,Silla,Hogar,Chiclayo,Mega Plaza,4,709.29,2837.16,328,33,0.45,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00095992,2026-05-13 15:22:32.724,EVT-000481,TRX-00095992,CLI-008768,PROD-003159,Carlos,Pelota,Deportes,Arequipa,Mall Aventura,2,748.51,1497.02,332,16,0.34,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00033444,2026-05-13 15:22:32.826,EVT-000482,TRX-00033444,CLI-011577,PROD-004188,Morena,Bicicleta,Deportes,Piura,Mega Plaza,1,302.56,302.56,437,10,0.27,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00017057,2026-05-13 15:22:32.929,EVT-000483,TRX-00017057,CLI-002583,PROD-004499,Emilio,Mochila,Accesorios,Lima,Open Plaza,1,329.03,329.03,53,33,0.06,False,2026-05-13 15:22:32,2026-05-13 15:22:40.006,6
TRX-00008118,2026-05-13 15:22:33.031,EVT-000484,TRX-00008118,CLI-005465,PROD-003391,Lucía,Jean,Ropa,Chiclayo,Open Plaza,3,356.55,1069.65,246,20,0.1,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00051428,2026-05-13 15:22:33.133,EVT-000485,TRX-00051428,CLI-000206,PROD-004188,Tamara,Bicicleta,Deportes,Cusco,Real Plaza,3,302.56,907.68,437,10,0.23,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00075003,2026-05-13 15:22:33.236,EVT-000486,TRX-00075003,CLI-010275,PROD-003362,Julián,Correa,Accesorios,Chiclayo,Mega Plaza,2,575.08,1150.16,69,39,0.34,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00071087,2026-05-13 15:22:33.340,EVT-000487,TRX-00071087,CLI-007552,PROD-004049,Lola,Polo,Ropa,Piura,Mega Plaza,3,218.15,654.45,438,23,0.41,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00065415,2026-05-13 15:22:33.442,EVT-000488,TRX-00065415,CLI-000414,PROD-003526,Aroa,Bicicleta,Deportes,Trujillo,Open Plaza,2,608.36,1216.72,443,22,0.28,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00074071,2026-05-13 15:22:33.543,EVT-000489,TRX-00074071,CLI-011983,PROD-003434,Eufemia,Jean,Ropa,Arequipa,Jockey Plaza,5,700.9,3504.5,454,29,0.55,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00053006,2026-05-13 15:22:33.646,EVT-000490,TRX-00053006,CLI-004095,PROD-001671,Purificación,Pelota,Deportes,Lima,Mall Aventura,2,630.52,1261.04,99,22,0.37,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00019591,2026-05-13 15:22:33.748,EVT-000491,TRX-00019591,CLI-001500,PROD-003678,Estela,Polo,Ropa,Cusco,Real Plaza,3,683.72,2051.16,87,19,0.72,True,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00054277,2026-05-13 15:22:33.852,EVT-000492,TRX-00054277,CLI-011924,PROD-001577,Cipriano,Polo,Ropa,Trujillo,Mall Aventura,5,277.41,1387.05,305,16,0.2,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00050861,2026-05-13 15:22:33.957,EVT-000493,TRX-00050861,CLI-013154,PROD-004898,Bernardino,Jean,Ropa,Arequipa,Real Plaza,4,480.85,1923.4,39,23,0.41,False,2026-05-13 15:22:33,2026-05-13 15:22:40.006,6
TRX-00090251,2026-05-13 15:22:34.059,EVT-000494,TRX-00090251,CLI-000318,PROD-003682,Carmela,Botas,Calzado,Arequipa,Jockey Plaza,4,143.17,572.68,434,10,0.18,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00031823,2026-05-13 15:22:34.162,EVT-000495,TRX-00031823,CLI-019823,PROD-002298,Gastón,Guantes,Deportes,Piura,Mall Aventura,3,386.26,1158.78,136,33,0.31,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00090798,2026-05-13 15:22:34.264,EVT-000496,TRX-00090798,CLI-003730,PROD-004010,Seve,Reloj,Accesorios,Arequipa,Jockey Plaza,3,738.08,2214.24,434,32,0.53,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00020680,2026-05-13 15:22:34.366,EVT-000497,TRX-00020680,CLI-002693,PROD-001396,Jonatan,Silla,Hogar,Cusco,Open Plaza,1,658.78,658.78,375,27,0.38,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00052847,2026-05-13 15:22:34.470,EVT-000498,TRX-00052847,CLI-010567,PROD-001291,Felicidad,Jean,Ropa,Arequipa,Mall Aventura,5,45.0,225.0,118,31,0.12,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00008808,2026-05-13 15:22:34.572,EVT-000499,TRX-00008808,CLI-017512,PROD-001613,Lalo,Mochila,Accesorios,Piura,Real Plaza,3,635.19,1905.57,118,15,0.49,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00033270,2026-05-13 15:22:34.675,EVT-000500,TRX-00033270,CLI-002409,PROD-000449,Margarita,Correa,Accesorios,Cusco,Jockey Plaza,5,512.06,2560.3,455,19,0.71,True,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00029546,2026-05-13 15:22:34.777,EVT-000501,TRX-00029546,CLI-015931,PROD-001977,Loreto,Mesa,Hogar,Cusco,Real Plaza,3,273.15,819.45,484,20,0.34,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00068031,2026-05-13 15:22:34.880,EVT-000502,TRX-00068031,CLI-014589,PROD-001352,Isaac,Silla,Hogar,Lima,Mega Plaza,3,795.94,2387.82,454,14,0.53,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00015021,2026-05-13 15:22:34.982,EVT-000503,TRX-00015021,CLI-001450,PROD-000747,Fabiola,Bicicleta,Deportes,Arequipa,Mall Aventura,4,127.18,508.72,177,20,0.33,False,2026-05-13 15:22:34,2026-05-13 15:22:40.006,6
TRX-00052077,2026-05-13 15:22:35.084,EVT-000504,TRX-00052077,CLI-012374,PROD-002103,Zaira,Zapatillas,Calzado,Arequipa,Mall Aventura,3,738.87,2216.61,208,10,0.69,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00024365,2026-05-13 15:22:35.188,EVT-000505,TRX-00024365,CLI-002804,PROD-002732,Elpidio,Mochila,Accesorios,Lima,Mall Aventura,1,786.64,786.64,478,34,0.43,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00056392,2026-05-13 15:22:35.290,EVT-000506,TRX-00056392,CLI-018992,PROD-001107,Ofelia,Pelota,Deportes,Arequipa,Real Plaza,5,182.11,910.55,37,36,0.18,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00003725,2026-05-13 15:22:35.392,EVT-000507,TRX-00003725,CLI-004154,PROD-001299,Benigna,Botas,Calzado,Arequipa,Open Plaza,2,40.77,81.54,346,28,0.28,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00069274,2026-05-13 15:22:35.494,EVT-000508,TRX-00069274,CLI-009917,PROD-002479,Aurora,Reloj,Accesorios,Cusco,Real Plaza,1,276.02,276.02,411,13,0.14,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00014584,2026-05-13 15:22:35.597,EVT-000509,TRX-00014584,CLI-010973,PROD-003321,Ana Sofía,Jean,Ropa,Piura,Mega Plaza,5,419.59,2097.95,132,15,0.61,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00089186,2026-05-13 15:22:35.699,EVT-000510,TRX-00089186,CLI-017049,PROD-001629,Gervasio,Mochila,Accesorios,Cusco,Open Plaza,3,291.23,873.69,204,20,0.32,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00088434,2026-05-13 15:22:35.802,EVT-000511,TRX-00088434,CLI-001039,PROD-001833,Eliana,Correa,Accesorios,Cusco,Real Plaza,1,799.31,799.31,272,35,0.38,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00090282,2026-05-13 15:22:35.905,EVT-000512,TRX-00090282,CLI-000873,PROD-000055,Roberta,Sandalias,Calzado,Trujillo,Mega Plaza,5,108.83,544.15,441,18,0.39,False,2026-05-13 15:22:35,2026-05-13 15:22:40.006,6
TRX-00056367,2026-05-13 15:22:36.007,EVT-000513,TRX-00056367,CLI-005775,PROD-003908,Jose Ramón,Reloj,Accesorios,Cusco,Mall Aventura,2,376.85,753.7,377,19,0.26,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00013631,2026-05-13 15:22:36.109,EVT-000514,TRX-00013631,CLI-007875,PROD-001272,Teobaldo,Reloj,Accesorios,Cusco,Mega Plaza,3,559.65,1678.95,442,18,0.47,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00081205,2026-05-13 15:22:36.212,EVT-000515,TRX-00081205,CLI-004590,PROD-002154,Juanita,Reloj,Accesorios,Chiclayo,Open Plaza,5,234.36,1171.8,135,16,0.21,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00007845,2026-05-13 15:22:36.314,EVT-000516,TRX-00007845,CLI-001490,PROD-002995,Eric,Guantes,Deportes,Trujillo,Mega Plaza,1,218.16,218.16,45,30,0.14,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00005014,2026-05-13 15:22:36.417,EVT-000517,TRX-00005014,CLI-003313,PROD-004298,Sonia,Bicicleta,Deportes,Chiclayo,Open Plaza,4,210.94,843.76,171,22,0.38,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00089400,2026-05-13 15:22:36.519,EVT-000518,TRX-00089400,CLI-008147,PROD-004958,Claudio,Sandalias,Calzado,Piura,Mega Plaza,1,423.14,423.14,68,19,0.43,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00070315,2026-05-13 15:22:36.621,EVT-000519,TRX-00070315,CLI-002733,PROD-002640,Asunción,Pelota,Deportes,Arequipa,Real Plaza,3,597.29,1791.87,132,13,0.49,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00070998,2026-05-13 15:22:36.723,EVT-000520,TRX-00070998,CLI-005725,PROD-003839,Milagros,Polo,Ropa,Lima,Open Plaza,5,23.04,115.2,221,19,0.29,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00026207,2026-05-13 15:22:36.825,EVT-000521,TRX-00026207,CLI-012088,PROD-001144,Emma,Sandalias,Calzado,Lima,Mall Aventura,1,47.84,47.84,9,40,0.76,True,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00032468,2026-05-13 15:22:36.927,EVT-000522,TRX-00032468,CLI-019859,PROD-002676,Maxi,Guantes,Deportes,Cusco,Real Plaza,1,236.43,236.43,399,32,0.15,False,2026-05-13 15:22:36,2026-05-13 15:22:40.006,6
TRX-00023666,2026-05-13 15:22:37.029,EVT-000523,TRX-00023666,CLI-009991,PROD-004136,Pascuala,Botas,Calzado,Arequipa,Open Plaza,3,477.13,1431.39,130,32,0.19,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00077903,2026-05-13 15:22:37.131,EVT-000524,TRX-00077903,CLI-008305,PROD-003268,Chuy,Pelota,Deportes,Piura,Mega Plaza,2,706.4,1412.8,301,39,0.29,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00064263,2026-05-13 15:22:37.234,EVT-000525,TRX-00064263,CLI-004834,PROD-004549,Jacobo,Silla,Hogar,Chiclayo,Mall Aventura,2,678.07,1356.14,211,18,0.1,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00096931,2026-05-13 15:22:37.336,EVT-000526,TRX-00096931,CLI-008294,PROD-003174,Raquel,Lámpara,Hogar,Arequipa,Open Plaza,5,761.95,3809.75,275,28,0.6,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00078148,2026-05-13 15:22:37.439,EVT-000527,TRX-00078148,CLI-013223,PROD-000377,Judith,Botas,Calzado,Arequipa,Jockey Plaza,5,71.17,355.85,418,32,0.29,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00059460,2026-05-13 15:22:37.542,EVT-000528,TRX-00059460,CLI-010038,PROD-004248,Guadalupe,Botas,Calzado,Cusco,Jockey Plaza,3,634.71,1904.13,234,16,0.74,True,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00033602,2026-05-13 15:22:37.644,EVT-000529,TRX-00033602,CLI-012117,PROD-003455,Apolinar,Correa,Accesorios,Piura,Jockey Plaza,3,22.45,67.35,374,31,0.25,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00002383,2026-05-13 15:22:37.746,EVT-000530,TRX-00002383,CLI-004419,PROD-001655,Ana Sofía,Lámpara,Hogar,Cusco,Jockey Plaza,1,169.63,169.63,119,31,0.21,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00071303,2026-05-13 15:22:37.849,EVT-000531,TRX-00071303,CLI-002497,PROD-001277,Toribio,Polo,Ropa,Trujillo,Real Plaza,4,404.94,1619.76,403,30,0.75,True,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00061393,2026-05-13 15:22:37.951,EVT-000532,TRX-00061393,CLI-000914,PROD-003847,Eugenia,Mesa,Hogar,Lima,Mega Plaza,4,596.81,2387.24,308,24,0.66,False,2026-05-13 15:22:37,2026-05-13 15:22:40.006,6
TRX-00034028,2026-05-13 15:22:38.054,EVT-000533,TRX-00034028,CLI-000137,PROD-002892,Victor,Sandalias,Calzado,Piura,Open Plaza,2,504.87,1009.74,290,17,0.29,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00070110,2026-05-13 15:22:38.156,EVT-000534,TRX-00070110,CLI-010026,PROD-004572,Román,Correa,Accesorios,Trujillo,Jockey Plaza,2,371.12,742.24,430,17,0.43,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00049967,2026-05-13 15:22:38.259,EVT-000535,TRX-00049967,CLI-013254,PROD-001455,Cayetano,Botas,Calzado,Cusco,Mega Plaza,4,774.78,3099.12,358,34,0.51,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00014977,2026-05-13 15:22:38.362,EVT-000536,TRX-00014977,CLI-000029,PROD-002295,Rufina,Silla,Hogar,Trujillo,Open Plaza,1,168.52,168.52,295,30,0.25,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00031369,2026-05-13 15:22:38.465,EVT-000537,TRX-00031369,CLI-018343,PROD-004360,Nidia,Jean,Ropa,Cusco,Jockey Plaza,4,29.14,116.56,118,28,0.44,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00059003,2026-05-13 15:22:38.567,EVT-000538,TRX-00059003,CLI-014830,PROD-002516,Fanny,Mesa,Hogar,Piura,Real Plaza,2,46.87,93.74,156,12,0.43,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00020090,2026-05-13 15:22:38.670,EVT-000539,TRX-00020090,CLI-019544,PROD-003586,Sabas,Reloj,Accesorios,Arequipa,Open Plaza,5,766.22,3831.1,368,37,0.62,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00019987,2026-05-13 15:22:38.771,EVT-000540,TRX-00019987,CLI-014040,PROD-002466,Pastor,Casaca,Ropa,Lima,Mega Plaza,3,228.8,686.4,13,25,0.79,True,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00022140,2026-05-13 15:22:38.874,EVT-000541,TRX-00022140,CLI-004433,PROD-002218,Amparo,Mesa,Hogar,Piura,Mall Aventura,1,426.46,426.46,245,27,0.26,False,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00027750,2026-05-13 15:22:38.976,EVT-000542,TRX-00027750,CLI-016311,PROD-002659,Roberta,Bicicleta,Deportes,Chiclayo,Jockey Plaza,2,217.19,434.38,20,36,0.86,True,2026-05-13 15:22:38,2026-05-13 15:22:40.006,6
TRX-00079454,2026-05-13 15:22:39.078,EVT-000543,TRX-00079454,CLI-010160,PROD-002960,Julieta,Casaca,Ropa,Lima,Mall Aventura,2,92.06,184.12,107,17,0.44,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00029351,2026-05-13 15:22:39.181,EVT-000544,TRX-00029351,CLI-003005,PROD-000394,Isaura,Silla,Hogar,Lima,Mega Plaza,4,775.51,3102.04,364,13,0.7,True,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00055496,2026-05-13 15:22:39.283,EVT-000545,TRX-00055496,CLI-012453,PROD-000856,Marcelo,Botas,Calzado,Lima,Real Plaza,2,378.08,756.16,401,23,0.45,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00034695,2026-05-13 15:22:39.385,EVT-000546,TRX-00034695,CLI-014170,PROD-001226,Aurora,Bicicleta,Deportes,Piura,Real Plaza,5,294.02,1470.1,127,36,0.33,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00023126,2026-05-13 15:22:39.487,EVT-000547,TRX-00023126,CLI-005013,PROD-002864,Abril,Polo,Ropa,Cusco,Mall Aventura,3,789.38,2368.14,390,14,0.47,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00057194,2026-05-13 15:22:39.589,EVT-000548,TRX-00057194,CLI-001562,PROD-001191,Jacobo,Pelota,Deportes,Arequipa,Mall Aventura,5,146.01,730.05,385,25,0.14,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00052672,2026-05-13 15:22:39.691,EVT-000549,TRX-00052672,CLI-015999,PROD-004006,Lorenzo,Jean,Ropa,Chiclayo,Real Plaza,4,26.15,104.6,500,26,0.27,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00097528,2026-05-13 15:22:39.794,EVT-000550,TRX-00097528,CLI-011915,PROD-004833,Hugo,Sandalias,Calzado,Lima,Mall Aventura,4,423.65,1694.6,389,16,0.63,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00097573,2026-05-13 15:22:39.896,EVT-000551,TRX-00097573,CLI-016527,PROD-004835,Jose Ramón,Reloj,Accesorios,Cusco,Real Plaza,5,461.23,2306.15,175,34,0.73,True,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
TRX-00012188,2026-05-13 15:22:39.998,EVT-000552,TRX-00012188,CLI-000415,PROD-003516,Susanita,Casaca,Ropa,Trujillo,Jockey Plaza,2,328.69,657.38,336,14,0.33,False,2026-05-13 15:22:39,2026-05-13 15:22:40.006,6
