message_key,kafka_timestamp,event_id,transaction_id,customer_id,product_id,customer_name,product_name,category,city,store,quantity,unit_price,total_amount,stock_actual,stock_minimo,risk_score,is_risk,event_timestamp,processing_timestamp,batch_id
TRX-00043092,2026-05-13 15:22:41.340,EVT-000565,TRX-00043092,CLI-013017,PROD-004030,Ruben,Mesa,Hogar,Lima,Mega Plaza,4,446.44,1785.76,213,39,0.65,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00010994,2026-05-13 15:22:41.442,EVT-000566,TRX-00010994,CLI-013893,PROD-003341,Jose,Pelota,Deportes,Chiclayo,Real Plaza,1,543.01,543.01,324,34,0.24,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00042777,2026-05-13 15:22:41.546,EVT-000567,TRX-00042777,CLI-003366,PROD-004898,Martina,Jean,Ropa,Lima,Mall Aventura,3,480.85,1442.55,39,23,0.23,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00007241,2026-05-13 15:22:41.648,EVT-000568,TRX-00007241,CLI-009673,PROD-002738,Alicia,Mochila,Accesorios,Arequipa,Mega Plaza,2,594.46,1188.92,226,32,0.39,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00087565,2026-05-13 15:22:41.751,EVT-000569,TRX-00087565,CLI-000898,PROD-001345,Albert,Jean,Ropa,Piura,Mall Aventura,2,40.79,81.58,140,14,0.22,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00055862,2026-05-13 15:22:41.853,EVT-000570,TRX-00055862,CLI-017277,PROD-003728,Toni,Silla,Hogar,Piura,Open Plaza,1,589.68,589.68,192,39,0.12,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00027502,2026-05-13 15:22:41.957,EVT-000571,TRX-00027502,CLI-017978,PROD-002283,Crescencia,Polo,Ropa,Lima,Mall Aventura,2,116.0,232.0,200,29,0.3,False,2026-05-13 15:22:41,2026-05-13 15:22:50.009,7
TRX-00036963,2026-05-13 15:22:42.059,EVT-000572,TRX-00036963,CLI-018823,PROD-003523,Tomasa,Correa,Accesorios,Cusco,Real Plaza,2,318.82,637.64,328,36,0.07,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00016002,2026-05-13 15:22:42.162,EVT-000573,TRX-00016002,CLI-012799,PROD-002903,Adrián,Reloj,Accesorios,Trujillo,Mall Aventura,1,755.46,755.46,144,30,0.24,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00073437,2026-05-13 15:22:42.265,EVT-000574,TRX-00073437,CLI-016579,PROD-003214,Heriberto,Silla,Hogar,Piura,Mall Aventura,3,727.51,2182.53,344,34,0.73,True,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00032823,2026-05-13 15:22:42.367,EVT-000575,TRX-00032823,CLI-001628,PROD-000168,Eduardo,Zapatillas,Calzado,Piura,Open Plaza,3,720.93,2162.79,308,22,0.55,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00045437,2026-05-13 15:22:42.471,EVT-000576,TRX-00045437,CLI-005622,PROD-003051,Sarita,Reloj,Accesorios,Trujillo,Jockey Plaza,2,783.59,1567.18,231,32,0.47,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00025808,2026-05-13 15:22:42.573,EVT-000577,TRX-00025808,CLI-004084,PROD-003716,Sabina,Silla,Hogar,Cusco,Jockey Plaza,5,732.79,3663.95,74,12,0.48,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00092071,2026-05-13 15:22:42.675,EVT-000578,TRX-00092071,CLI-012424,PROD-003622,Tere,Casaca,Ropa,Trujillo,Real Plaza,4,262.46,1049.84,414,25,0.06,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00042790,2026-05-13 15:22:42.777,EVT-000579,TRX-00042790,CLI-011990,PROD-003666,Jerónimo,Silla,Hogar,Chiclayo,Mega Plaza,2,644.66,1289.32,61,28,0.34,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00010840,2026-05-13 15:22:42.879,EVT-000580,TRX-00010840,CLI-005139,PROD-003031,Bárbara,Sandalias,Calzado,Piura,Jockey Plaza,1,611.52,611.52,81,10,0.12,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00014538,2026-05-13 15:22:42.982,EVT-000581,TRX-00014538,CLI-002577,PROD-000327,Quirino,Sandalias,Calzado,Cusco,Mega Plaza,2,642.91,1285.82,233,33,0.15,False,2026-05-13 15:22:42,2026-05-13 15:22:50.009,7
TRX-00005133,2026-05-13 15:22:43.084,EVT-000582,TRX-00005133,CLI-007837,PROD-001777,José Luis,Mochila,Accesorios,Arequipa,Open Plaza,1,769.14,769.14,144,36,0.39,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00093300,2026-05-13 15:22:43.186,EVT-000583,TRX-00093300,CLI-012658,PROD-002016,Jose Carlos,Mochila,Accesorios,Lima,Open Plaza,5,195.25,976.25,307,16,0.2,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00073003,2026-05-13 15:22:43.288,EVT-000584,TRX-00073003,CLI-005823,PROD-003711,Inmaculada,Silla,Hogar,Cusco,Mall Aventura,3,593.73,1781.19,252,16,0.44,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00065284,2026-05-13 15:22:43.390,EVT-000585,TRX-00065284,CLI-014889,PROD-004393,Olalla,Silla,Hogar,Arequipa,Jockey Plaza,2,364.44,728.88,191,37,0.12,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00005149,2026-05-13 15:22:43.492,EVT-000586,TRX-00005149,CLI-013982,PROD-004919,Nazaret,Reloj,Accesorios,Cusco,Jockey Plaza,1,569.39,569.39,400,18,0.17,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00042984,2026-05-13 15:22:43.598,EVT-000587,TRX-00042984,CLI-012715,PROD-000200,Edmundo,Casaca,Ropa,Trujillo,Real Plaza,2,696.46,1392.92,341,39,0.15,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00040623,2026-05-13 15:22:43.700,EVT-000588,TRX-00040623,CLI-004376,PROD-004954,Carmela,Pelota,Deportes,Trujillo,Mall Aventura,5,764.32,3821.6,35,22,0.65,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00001130,2026-05-13 15:22:43.802,EVT-000589,TRX-00001130,CLI-002380,PROD-004554,Margarita,Bicicleta,Deportes,Cusco,Real Plaza,5,270.65,1353.25,402,38,0.21,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00077943,2026-05-13 15:22:43.904,EVT-000590,TRX-00077943,CLI-016211,PROD-000253,Isidro,Guantes,Deportes,Lima,Mega Plaza,5,346.06,1730.3,94,20,0.64,False,2026-05-13 15:22:43,2026-05-13 15:22:50.009,7
TRX-00071808,2026-05-13 15:22:44.006,EVT-000591,TRX-00071808,CLI-000579,PROD-000142,Jose Carlos,Reloj,Accesorios,Piura,Mega Plaza,1,100.41,100.41,113,14,0.43,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00021682,2026-05-13 15:22:44.108,EVT-000592,TRX-00021682,CLI-005858,PROD-004094,Fabio,Botas,Calzado,Arequipa,Mega Plaza,5,654.19,3270.95,414,29,0.48,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00044217,2026-05-13 15:22:44.210,EVT-000593,TRX-00044217,CLI-009882,PROD-002769,Nilda,Botas,Calzado,Cusco,Real Plaza,2,99.49,198.98,237,40,0.26,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00091641,2026-05-13 15:22:44.312,EVT-000594,TRX-00091641,CLI-012739,PROD-003961,Pascual,Bicicleta,Deportes,Lima,Mega Plaza,4,634.05,2536.2,352,38,0.56,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00078487,2026-05-13 15:22:44.418,EVT-000595,TRX-00078487,CLI-010015,PROD-001557,Consuelo,Zapatillas,Calzado,Piura,Open Plaza,2,390.49,780.98,218,10,0.33,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00077496,2026-05-13 15:22:44.521,EVT-000596,TRX-00077496,CLI-016368,PROD-001590,Odalis,Guantes,Deportes,Cusco,Mall Aventura,5,165.48,827.4,310,39,0.2,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00029470,2026-05-13 15:22:44.623,EVT-000597,TRX-00029470,CLI-019233,PROD-004214,Ámbar,Jean,Ropa,Piura,Mega Plaza,1,731.02,731.02,366,40,0.4,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00060418,2026-05-13 15:22:44.725,EVT-000598,TRX-00060418,CLI-015318,PROD-000885,Raquel,Casaca,Ropa,Lima,Open Plaza,4,764.49,3057.96,20,27,0.79,True,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00055194,2026-05-13 15:22:44.827,EVT-000599,TRX-00055194,CLI-012477,PROD-004432,Bruno,Mochila,Accesorios,Arequipa,Open Plaza,5,672.2,3361.0,291,30,0.6,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
TRX-00061256,2026-05-13 15:22:44.931,EVT-000600,TRX-00061256,CLI-001823,PROD-004343,Carmelita,Casaca,Ropa,Trujillo,Real Plaza,3,188.15,564.45,440,20,0.06,False,2026-05-13 15:22:44,2026-05-13 15:22:50.009,7
