message_key,kafka_timestamp,event_id,transaction_id,customer_id,product_id,customer_name,product_name,category,city,store,quantity,unit_price,total_amount,stock_actual,stock_minimo,risk_score,is_risk,event_timestamp,processing_timestamp,batch_id
TRX-00021717,2026-05-13 15:22:01.234,EVT-000175,TRX-00021717,CLI-005750,PROD-001704,Heriberto,Pelota,Deportes,Chiclayo,Open Plaza,5,265.92,1329.6,482,40,0.08,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00002435,2026-05-13 15:22:01.337,EVT-000176,TRX-00002435,CLI-009539,PROD-004211,Borja,Bicicleta,Deportes,Chiclayo,Real Plaza,4,581.76,2327.04,262,21,0.7,True,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00013054,2026-05-13 15:22:01.440,EVT-000177,TRX-00013054,CLI-001206,PROD-004462,Francisco Jose,Sandalias,Calzado,Arequipa,Real Plaza,5,531.43,2657.15,74,25,0.4,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00018283,2026-05-13 15:22:01.543,EVT-000178,TRX-00018283,CLI-012096,PROD-002498,Aránzazu,Mesa,Hogar,Trujillo,Jockey Plaza,1,688.3,688.3,338,28,0.4,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00024915,2026-05-13 15:22:01.645,EVT-000179,TRX-00024915,CLI-004180,PROD-003086,Jenny,Casaca,Ropa,Piura,Mall Aventura,3,666.71,2000.13,396,21,0.61,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00014972,2026-05-13 15:22:01.747,EVT-000180,TRX-00014972,CLI-019414,PROD-002534,Nélida,Mesa,Hogar,Lima,Jockey Plaza,2,166.04,332.08,272,15,0.22,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00002645,2026-05-13 15:22:01.853,EVT-000181,TRX-00002645,CLI-012584,PROD-000534,René,Mesa,Hogar,Arequipa,Jockey Plaza,3,523.7,1571.1,234,34,0.68,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00081064,2026-05-13 15:22:01.956,EVT-000182,TRX-00081064,CLI-000811,PROD-004416,Calixto,Jean,Ropa,Arequipa,Mega Plaza,1,790.16,790.16,412,39,0.44,False,2026-05-13 15:22:01,2026-05-13 15:22:10.006,3
TRX-00081178,2026-05-13 15:22:02.059,EVT-000183,TRX-00081178,CLI-013520,PROD-002497,Maricela,Mesa,Hogar,Lima,Mall Aventura,5,446.97,2234.85,118,38,0.68,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00055778,2026-05-13 15:22:02.161,EVT-000184,TRX-00055778,CLI-006383,PROD-002833,Joan,Zapatillas,Calzado,Cusco,Mega Plaza,1,127.15,127.15,363,19,0.07,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00023163,2026-05-13 15:22:02.263,EVT-000185,TRX-00023163,CLI-012767,PROD-001638,Matías,Zapatillas,Calzado,Trujillo,Real Plaza,3,662.6,1987.8,492,13,0.52,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00065783,2026-05-13 15:22:02.366,EVT-000186,TRX-00065783,CLI-007242,PROD-001151,Florentino,Silla,Hogar,Piura,Open Plaza,1,172.46,172.46,436,12,0.29,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00008126,2026-05-13 15:22:02.468,EVT-000187,TRX-00008126,CLI-016354,PROD-000295,Micaela,Polo,Ropa,Chiclayo,Open Plaza,1,562.37,562.37,8,30,0.75,True,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00032650,2026-05-13 15:22:02.570,EVT-000188,TRX-00032650,CLI-019322,PROD-001135,Leonardo,Lámpara,Hogar,Cusco,Jockey Plaza,1,466.42,466.42,355,31,0.44,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00092770,2026-05-13 15:22:02.673,EVT-000189,TRX-00092770,CLI-009827,PROD-000435,Francisco,Lámpara,Hogar,Lima,Real Plaza,4,791.03,3164.12,49,33,0.52,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00048327,2026-05-13 15:22:02.775,EVT-000190,TRX-00048327,CLI-007604,PROD-003737,Santos,Polo,Ropa,Piura,Mega Plaza,1,114.88,114.88,440,38,0.36,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00075248,2026-05-13 15:22:02.876,EVT-000191,TRX-00075248,CLI-014224,PROD-003703,Victor,Mochila,Accesorios,Piura,Mega Plaza,5,254.45,1272.25,1,27,0.71,True,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00086231,2026-05-13 15:22:02.978,EVT-000192,TRX-00086231,CLI-004654,PROD-001686,Sebastián,Bicicleta,Deportes,Trujillo,Mall Aventura,3,328.91,986.73,466,37,0.21,False,2026-05-13 15:22:02,2026-05-13 15:22:10.006,3
TRX-00079253,2026-05-13 15:22:03.084,EVT-000193,TRX-00079253,CLI-015681,PROD-002654,Fabio,Guantes,Deportes,Chiclayo,Mall Aventura,5,409.36,2046.8,20,21,0.9,True,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00098754,2026-05-13 15:22:03.188,EVT-000194,TRX-00098754,CLI-010243,PROD-004538,Trini,Silla,Hogar,Chiclayo,Mega Plaza,2,378.12,756.24,376,17,0.13,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00040140,2026-05-13 15:22:03.291,EVT-000195,TRX-00040140,CLI-006731,PROD-002794,Basilio,Zapatillas,Calzado,Arequipa,Mega Plaza,5,754.77,3773.85,258,39,0.45,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00000101,2026-05-13 15:22:03.392,EVT-000196,TRX-00000101,CLI-000439,PROD-000917,David,Sandalias,Calzado,Trujillo,Open Plaza,2,24.39,48.78,102,13,0.11,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00052360,2026-05-13 15:22:03.497,EVT-000197,TRX-00052360,CLI-016996,PROD-000419,Martina,Jean,Ropa,Lima,Real Plaza,3,589.07,1767.21,206,25,0.6,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00022136,2026-05-13 15:22:03.600,EVT-000198,TRX-00022136,CLI-011508,PROD-000827,Ruth,Mesa,Hogar,Piura,Open Plaza,5,129.22,646.1,16,12,0.31,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00081370,2026-05-13 15:22:03.702,EVT-000199,TRX-00081370,CLI-006227,PROD-000398,Pascuala,Zapatillas,Calzado,Chiclayo,Mall Aventura,4,118.98,475.92,104,29,0.2,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00042645,2026-05-13 15:22:03.804,EVT-000200,TRX-00042645,CLI-008324,PROD-002521,Luciano,Jean,Ropa,Piura,Jockey Plaza,5,62.56,312.8,441,25,0.33,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00050764,2026-05-13 15:22:03.907,EVT-000201,TRX-00050764,CLI-009221,PROD-003916,Hugo,Silla,Hogar,Arequipa,Mega Plaza,2,492.27,984.54,373,38,0.34,False,2026-05-13 15:22:03,2026-05-13 15:22:10.006,3
TRX-00052760,2026-05-13 15:22:04.009,EVT-000202,TRX-00052760,CLI-016463,PROD-003262,Andrés,Zapatillas,Calzado,Cusco,Jockey Plaza,5,398.98,1994.9,408,26,0.53,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00059888,2026-05-13 15:22:04.111,EVT-000203,TRX-00059888,CLI-011247,PROD-004692,Mirta,Bicicleta,Deportes,Arequipa,Mega Plaza,4,420.34,1681.36,493,18,0.45,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00089173,2026-05-13 15:22:04.214,EVT-000204,TRX-00089173,CLI-002004,PROD-002887,Enrique,Botas,Calzado,Piura,Jockey Plaza,3,151.37,454.11,188,38,0.16,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00069954,2026-05-13 15:22:04.316,EVT-000205,TRX-00069954,CLI-009783,PROD-004464,Esteban,Bicicleta,Deportes,Cusco,Mall Aventura,5,451.0,2255.0,63,15,0.5,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00005515,2026-05-13 15:22:04.418,EVT-000206,TRX-00005515,CLI-017648,PROD-003480,Aarón,Bicicleta,Deportes,Cusco,Mall Aventura,2,202.48,404.96,176,36,0.09,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00019204,2026-05-13 15:22:04.520,EVT-000207,TRX-00019204,CLI-004798,PROD-000649,Iker,Mochila,Accesorios,Piura,Mega Plaza,4,759.31,3037.24,217,16,0.63,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00049416,2026-05-13 15:22:04.626,EVT-000208,TRX-00049416,CLI-019128,PROD-001561,Paola,Polo,Ropa,Chiclayo,Jockey Plaza,4,388.9,1555.6,209,22,0.72,True,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00003794,2026-05-13 15:22:04.729,EVT-000209,TRX-00003794,CLI-004217,PROD-003636,Eutropio,Pelota,Deportes,Arequipa,Mega Plaza,4,459.72,1838.88,404,33,0.75,True,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00005557,2026-05-13 15:22:04.831,EVT-000210,TRX-00005557,CLI-017788,PROD-001918,Alondra,Zapatillas,Calzado,Cusco,Mall Aventura,3,161.13,483.39,403,15,0.42,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00027358,2026-05-13 15:22:04.934,EVT-000211,TRX-00027358,CLI-015578,PROD-003587,Evelia,Polo,Ropa,Piura,Real Plaza,1,87.2,87.2,348,20,0.28,False,2026-05-13 15:22:04,2026-05-13 15:22:10.006,3
TRX-00047943,2026-05-13 15:22:05.037,EVT-000212,TRX-00047943,CLI-011878,PROD-000277,Ovidio,Mesa,Hogar,Cusco,Jockey Plaza,1,245.1,245.1,60,24,0.28,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00091315,2026-05-13 15:22:05.140,EVT-000213,TRX-00091315,CLI-000212,PROD-000422,Maxi,Mochila,Accesorios,Arequipa,Mall Aventura,1,430.23,430.23,236,34,0.33,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00003438,2026-05-13 15:22:05.242,EVT-000214,TRX-00003438,CLI-012096,PROD-004835,Aránzazu,Reloj,Accesorios,Trujillo,Mega Plaza,5,461.23,2306.15,175,34,0.61,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00091639,2026-05-13 15:22:05.344,EVT-000215,TRX-00091639,CLI-008983,PROD-004061,Edu,Botas,Calzado,Arequipa,Mega Plaza,4,645.08,2580.32,462,22,0.57,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00021331,2026-05-13 15:22:05.447,EVT-000216,TRX-00021331,CLI-017036,PROD-004837,Vilma,Lámpara,Hogar,Trujillo,Mall Aventura,2,73.94,147.88,313,40,0.28,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00018051,2026-05-13 15:22:05.549,EVT-000217,TRX-00018051,CLI-013617,PROD-000358,Quique,Zapatillas,Calzado,Cusco,Open Plaza,2,275.47,550.94,81,29,0.11,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00049711,2026-05-13 15:22:05.651,EVT-000218,TRX-00049711,CLI-018887,PROD-002277,Raquel,Guantes,Deportes,Lima,Mall Aventura,5,216.03,1080.15,297,12,0.25,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00037950,2026-05-13 15:22:05.755,EVT-000219,TRX-00037950,CLI-016537,PROD-002579,Abilio,Bicicleta,Deportes,Chiclayo,Mall Aventura,1,284.82,284.82,320,12,0.29,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00044081,2026-05-13 15:22:05.857,EVT-000220,TRX-00044081,CLI-011298,PROD-002617,Delfina,Bicicleta,Deportes,Arequipa,Mall Aventura,5,778.15,3890.75,144,30,0.72,True,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00058008,2026-05-13 15:22:05.959,EVT-000221,TRX-00058008,CLI-005135,PROD-002072,Marcial,Correa,Accesorios,Cusco,Jockey Plaza,2,187.74,375.48,489,24,0.1,False,2026-05-13 15:22:05,2026-05-13 15:22:10.006,3
TRX-00090447,2026-05-13 15:22:06.061,EVT-000222,TRX-00090447,CLI-013039,PROD-003145,Zacarías,Mesa,Hogar,Chiclayo,Real Plaza,2,536.27,1072.54,307,14,0.05,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00017100,2026-05-13 15:22:06.164,EVT-000223,TRX-00017100,CLI-011611,PROD-003544,Victoriano,Reloj,Accesorios,Chiclayo,Jockey Plaza,3,20.97,62.91,154,35,0.34,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00059424,2026-05-13 15:22:06.266,EVT-000224,TRX-00059424,CLI-011991,PROD-000150,Reyna,Bicicleta,Deportes,Chiclayo,Open Plaza,5,674.85,3374.25,456,35,0.54,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00082607,2026-05-13 15:22:06.371,EVT-000225,TRX-00082607,CLI-010236,PROD-001882,Áurea,Silla,Hogar,Chiclayo,Real Plaza,2,725.09,1450.18,321,10,0.27,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00033630,2026-05-13 15:22:06.473,EVT-000226,TRX-00033630,CLI-010291,PROD-002829,Vanesa,Zapatillas,Calzado,Piura,Mall Aventura,4,549.59,2198.36,38,40,0.95,True,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00031075,2026-05-13 15:22:06.576,EVT-000227,TRX-00031075,CLI-016761,PROD-001240,Fito,Zapatillas,Calzado,Cusco,Open Plaza,2,139.28,278.56,433,11,0.14,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00055204,2026-05-13 15:22:06.678,EVT-000228,TRX-00055204,CLI-000959,PROD-001149,Ainoa,Mochila,Accesorios,Cusco,Open Plaza,2,407.2,814.4,334,13,0.14,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00047080,2026-05-13 15:22:06.780,EVT-000229,TRX-00047080,CLI-013148,PROD-001420,Sofía,Mesa,Hogar,Chiclayo,Mall Aventura,3,489.19,1467.57,221,20,0.22,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00002877,2026-05-13 15:22:06.882,EVT-000230,TRX-00002877,CLI-012621,PROD-004304,Noa,Bicicleta,Deportes,Lima,Open Plaza,4,710.15,2840.6,15,32,0.74,True,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00035368,2026-05-13 15:22:06.987,EVT-000231,TRX-00035368,CLI-000195,PROD-002815,Edgardo,Sandalias,Calzado,Trujillo,Real Plaza,1,428.99,428.99,263,30,0.15,False,2026-05-13 15:22:06,2026-05-13 15:22:10.006,3
TRX-00049003,2026-05-13 15:22:07.091,EVT-000232,TRX-00049003,CLI-011384,PROD-004275,Félix,Correa,Accesorios,Piura,Mall Aventura,5,61.18,305.9,124,19,0.19,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00015886,2026-05-13 15:22:07.193,EVT-000233,TRX-00015886,CLI-016267,PROD-002557,Jose,Casaca,Ropa,Lima,Jockey Plaza,3,282.03,846.09,424,20,0.38,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00015283,2026-05-13 15:22:07.295,EVT-000234,TRX-00015283,CLI-008400,PROD-004384,Áurea,Mochila,Accesorios,Arequipa,Real Plaza,4,594.57,2378.28,339,26,0.58,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00094922,2026-05-13 15:22:07.397,EVT-000235,TRX-00094922,CLI-003187,PROD-001584,Maura,Polo,Ropa,Trujillo,Mega Plaza,4,793.11,3172.44,492,35,0.5,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00057517,2026-05-13 15:22:07.500,EVT-000236,TRX-00057517,CLI-001046,PROD-000706,Anastasio,Jean,Ropa,Lima,Open Plaza,3,769.45,2308.35,473,16,0.71,True,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00006768,2026-05-13 15:22:07.604,EVT-000237,TRX-00006768,CLI-012825,PROD-000331,Juan Bautista,Zapatillas,Calzado,Piura,Open Plaza,2,322.43,644.86,447,21,0.1,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00026300,2026-05-13 15:22:07.707,EVT-000238,TRX-00026300,CLI-005221,PROD-003838,Leopoldo,Casaca,Ropa,Trujillo,Mega Plaza,5,762.36,3811.8,262,32,0.75,True,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00006087,2026-05-13 15:22:07.809,EVT-000239,TRX-00006087,CLI-015794,PROD-003742,Florentino,Zapatillas,Calzado,Trujillo,Mega Plaza,4,631.39,2525.56,444,29,0.56,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00062616,2026-05-13 15:22:07.912,EVT-000240,TRX-00062616,CLI-015645,PROD-001810,Olga,Reloj,Accesorios,Trujillo,Real Plaza,5,672.28,3361.4,214,30,0.56,False,2026-05-13 15:22:07,2026-05-13 15:22:10.006,3
TRX-00083016,2026-05-13 15:22:08.014,EVT-000241,TRX-00083016,CLI-010867,PROD-004938,Enrique,Sandalias,Calzado,Arequipa,Real Plaza,2,614.45,1228.9,17,25,0.78,True,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00080118,2026-05-13 15:22:08.116,EVT-000242,TRX-00080118,CLI-005556,PROD-004679,Che,Pelota,Deportes,Lima,Mall Aventura,3,614.42,1843.26,103,36,0.41,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00070391,2026-05-13 15:22:08.218,EVT-000243,TRX-00070391,CLI-012390,PROD-002363,Azeneth,Reloj,Accesorios,Chiclayo,Open Plaza,5,507.77,2538.85,283,32,0.56,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00099164,2026-05-13 15:22:08.322,EVT-000244,TRX-00099164,CLI-015356,PROD-000964,Dorita,Guantes,Deportes,Cusco,Mall Aventura,4,200.36,801.44,460,29,0.22,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00047052,2026-05-13 15:22:08.424,EVT-000245,TRX-00047052,CLI-014128,PROD-002411,María José,Botas,Calzado,Piura,Jockey Plaza,1,156.92,156.92,301,39,0.4,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00090982,2026-05-13 15:22:08.528,EVT-000246,TRX-00090982,CLI-001520,PROD-003296,Espiridión,Silla,Hogar,Lima,Open Plaza,5,325.35,1626.75,375,18,0.58,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00003035,2026-05-13 15:22:08.630,EVT-000247,TRX-00003035,CLI-003724,PROD-001474,Maite,Correa,Accesorios,Cusco,Open Plaza,3,374.47,1123.41,311,29,0.12,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00083159,2026-05-13 15:22:08.732,EVT-000248,TRX-00083159,CLI-018649,PROD-001461,Benigna,Zapatillas,Calzado,Cusco,Jockey Plaza,1,671.59,671.59,95,24,0.24,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00034474,2026-05-13 15:22:08.835,EVT-000249,TRX-00034474,CLI-011836,PROD-002450,Valeria,Sandalias,Calzado,Piura,Mega Plaza,2,40.99,81.98,151,40,0.08,False,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00044244,2026-05-13 15:22:08.938,EVT-000250,TRX-00044244,CLI-017214,PROD-001930,Amparo,Polo,Ropa,Arequipa,Mega Plaza,4,575.47,2301.88,497,23,0.75,True,2026-05-13 15:22:08,2026-05-13 15:22:10.006,3
TRX-00003727,2026-05-13 15:22:09.041,EVT-000251,TRX-00003727,CLI-006485,PROD-004120,Aristides,Reloj,Accesorios,Arequipa,Mega Plaza,3,292.17,876.51,378,20,0.08,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00045694,2026-05-13 15:22:09.144,EVT-000252,TRX-00045694,CLI-010571,PROD-000991,Nieves,Mesa,Hogar,Cusco,Jockey Plaza,5,440.39,2201.95,370,23,0.71,True,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00095089,2026-05-13 15:22:09.247,EVT-000253,TRX-00095089,CLI-007993,PROD-001831,Reyes,Casaca,Ropa,Trujillo,Open Plaza,3,733.7,2201.1,34,35,0.82,True,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00098946,2026-05-13 15:22:09.349,EVT-000254,TRX-00098946,CLI-001845,PROD-001788,Azucena,Botas,Calzado,Arequipa,Jockey Plaza,4,745.6,2982.4,487,11,0.72,True,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00094039,2026-05-13 15:22:09.452,EVT-000255,TRX-00094039,CLI-016962,PROD-004550,Gervasio,Guantes,Deportes,Piura,Mega Plaza,5,438.65,2193.25,334,15,0.74,True,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00059851,2026-05-13 15:22:09.554,EVT-000256,TRX-00059851,CLI-010603,PROD-002933,Moreno,Zapatillas,Calzado,Piura,Mega Plaza,4,376.35,1505.4,454,25,0.62,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00093644,2026-05-13 15:22:09.657,EVT-000257,TRX-00093644,CLI-000430,PROD-001640,Ibán,Reloj,Accesorios,Lima,Mega Plaza,1,522.94,522.94,471,28,0.12,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00032868,2026-05-13 15:22:09.761,EVT-000258,TRX-00032868,CLI-003018,PROD-003039,Feliciano,Correa,Accesorios,Chiclayo,Open Plaza,3,495.25,1485.75,226,29,0.1,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00010577,2026-05-13 15:22:09.864,EVT-000259,TRX-00010577,CLI-018156,PROD-003550,África,Mesa,Hogar,Trujillo,Jockey Plaza,5,357.57,1787.85,343,18,0.53,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
TRX-00065482,2026-05-13 15:22:09.966,EVT-000260,TRX-00065482,CLI-018546,PROD-000955,Evita,Zapatillas,Calzado,Chiclayo,Open Plaza,5,45.92,229.6,201,24,0.26,False,2026-05-13 15:22:09,2026-05-13 15:22:10.006,3
