message_key,kafka_timestamp,event_id,transaction_id,customer_id,product_id,customer_name,product_name,category,city,store,quantity,unit_price,total_amount,stock_actual,stock_minimo,risk_score,is_risk,event_timestamp,processing_timestamp,batch_id
TRX-00005626,2026-05-13 15:21:51.267,EVT-000078,TRX-00005626,CLI-003812,PROD-003648,Vicente,Jean,Ropa,Cusco,Real Plaza,5,467.95,2339.75,442,40,0.41,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00082590,2026-05-13 15:21:51.370,EVT-000079,TRX-00082590,CLI-016018,PROD-001597,Haydée,Mesa,Hogar,Cusco,Real Plaza,3,114.21,342.63,421,35,0.43,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00098946,2026-05-13 15:21:51.472,EVT-000080,TRX-00098946,CLI-001845,PROD-001788,Azucena,Botas,Calzado,Arequipa,Jockey Plaza,4,745.6,2982.4,487,11,0.61,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00092720,2026-05-13 15:21:51.575,EVT-000081,TRX-00092720,CLI-016911,PROD-002003,Rita,Guantes,Deportes,Chiclayo,Mega Plaza,3,484.53,1453.59,251,11,0.21,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00007895,2026-05-13 15:21:51.677,EVT-000082,TRX-00007895,CLI-012342,PROD-002968,Abril,Polo,Ropa,Chiclayo,Mega Plaza,4,171.96,687.84,51,21,0.34,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00027102,2026-05-13 15:21:51.781,EVT-000083,TRX-00027102,CLI-000988,PROD-004611,Carlota,Zapatillas,Calzado,Arequipa,Mall Aventura,3,190.06,570.18,231,25,0.13,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00068834,2026-05-13 15:21:51.883,EVT-000084,TRX-00068834,CLI-010356,PROD-000806,Angélica,Mochila,Accesorios,Cusco,Open Plaza,3,474.63,1423.89,491,16,0.11,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00042161,2026-05-13 15:21:51.985,EVT-000085,TRX-00042161,CLI-002967,PROD-001496,Julia,Mochila,Accesorios,Chiclayo,Open Plaza,4,374.94,1499.76,65,11,0.32,False,2026-05-13 15:21:51,2026-05-13 15:22:00.008,2
TRX-00098239,2026-05-13 15:21:52.088,EVT-000086,TRX-00098239,CLI-001185,PROD-000807,Cesar,Jean,Ropa,Arequipa,Mall Aventura,3,351.96,1055.88,85,34,0.21,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00098988,2026-05-13 15:21:52.190,EVT-000087,TRX-00098988,CLI-010610,PROD-004407,Cesar,Mesa,Hogar,Cusco,Mall Aventura,3,725.98,2177.94,6,19,0.73,True,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00072896,2026-05-13 15:21:52.293,EVT-000088,TRX-00072896,CLI-012350,PROD-003700,Carolina,Mochila,Accesorios,Lima,Mega Plaza,5,750.69,3753.45,429,14,0.42,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00060981,2026-05-13 15:21:52.396,EVT-000089,TRX-00060981,CLI-014308,PROD-003826,Juanito,Mochila,Accesorios,Lima,Mega Plaza,2,194.18,388.36,362,39,0.44,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00025284,2026-05-13 15:21:52.500,EVT-000090,TRX-00025284,CLI-012845,PROD-003116,Juan Pablo,Casaca,Ropa,Trujillo,Real Plaza,2,312.13,624.26,128,20,0.24,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00056894,2026-05-13 15:21:52.604,EVT-000091,TRX-00056894,CLI-014748,PROD-001822,Flor,Mesa,Hogar,Piura,Open Plaza,5,417.22,2086.1,248,25,0.57,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00046187,2026-05-13 15:21:52.707,EVT-000092,TRX-00046187,CLI-012858,PROD-002493,Paco,Mochila,Accesorios,Arequipa,Jockey Plaza,4,562.94,2251.76,237,38,0.65,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00052878,2026-05-13 15:21:52.810,EVT-000093,TRX-00052878,CLI-008942,PROD-003377,Azucena,Silla,Hogar,Lima,Mall Aventura,4,751.24,3004.96,335,29,0.46,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00050779,2026-05-13 15:21:52.913,EVT-000094,TRX-00050779,CLI-011879,PROD-000267,Ruy,Reloj,Accesorios,Piura,Real Plaza,3,126.56,379.68,117,19,0.27,False,2026-05-13 15:21:52,2026-05-13 15:22:00.008,2
TRX-00005210,2026-05-13 15:21:53.017,EVT-000095,TRX-00005210,CLI-009008,PROD-001811,Yésica,Guantes,Deportes,Arequipa,Mega Plaza,4,71.53,286.12,185,10,0.41,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00011788,2026-05-13 15:21:53.121,EVT-000096,TRX-00011788,CLI-018490,PROD-002156,Tiburcio,Silla,Hogar,Chiclayo,Jockey Plaza,3,583.26,1749.78,235,36,0.65,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00024365,2026-05-13 15:21:53.227,EVT-000097,TRX-00024365,CLI-002804,PROD-002732,Elpidio,Mochila,Accesorios,Lima,Mall Aventura,1,786.64,786.64,478,34,0.27,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00054134,2026-05-13 15:21:53.331,EVT-000098,TRX-00054134,CLI-017718,PROD-001776,Zaida,Pelota,Deportes,Chiclayo,Open Plaza,5,376.73,1883.65,201,13,0.46,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00088659,2026-05-13 15:21:53.433,EVT-000099,TRX-00088659,CLI-002047,PROD-001358,Marcela,Botas,Calzado,Chiclayo,Mega Plaza,4,529.61,2118.44,197,34,0.71,True,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00042925,2026-05-13 15:21:53.537,EVT-000100,TRX-00042925,CLI-003840,PROD-002849,Severino,Zapatillas,Calzado,Chiclayo,Mall Aventura,2,107.71,215.42,23,33,0.79,True,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00007459,2026-05-13 15:21:53.640,EVT-000101,TRX-00007459,CLI-013659,PROD-001758,Flor,Jean,Ropa,Arequipa,Mall Aventura,1,408.78,408.78,64,38,0.18,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00089761,2026-05-13 15:21:53.751,EVT-000102,TRX-00089761,CLI-012131,PROD-002126,Tecla,Mochila,Accesorios,Chiclayo,Mega Plaza,1,196.26,196.26,69,14,0.26,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00046114,2026-05-13 15:21:53.853,EVT-000103,TRX-00046114,CLI-010690,PROD-002044,Soledad,Lámpara,Hogar,Piura,Mega Plaza,2,295.68,591.36,351,14,0.15,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00021199,2026-05-13 15:21:53.957,EVT-000104,TRX-00021199,CLI-019119,PROD-002192,Jose Miguel,Pelota,Deportes,Arequipa,Mall Aventura,1,319.96,319.96,396,31,0.18,False,2026-05-13 15:21:53,2026-05-13 15:22:00.008,2
TRX-00091056,2026-05-13 15:21:54.061,EVT-000105,TRX-00091056,CLI-005442,PROD-003741,Maite,Reloj,Accesorios,Chiclayo,Jockey Plaza,2,678.48,1356.96,219,13,0.06,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00089380,2026-05-13 15:21:54.163,EVT-000106,TRX-00089380,CLI-009029,PROD-001312,Ángela,Mochila,Accesorios,Cusco,Open Plaza,1,511.33,511.33,70,13,0.19,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00035791,2026-05-13 15:21:54.266,EVT-000107,TRX-00035791,CLI-002121,PROD-003440,Eloísa,Reloj,Accesorios,Trujillo,Jockey Plaza,5,610.73,3053.65,297,19,0.53,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00020880,2026-05-13 15:21:54.368,EVT-000108,TRX-00020880,CLI-007769,PROD-000661,Segismundo,Lámpara,Hogar,Cusco,Mega Plaza,4,379.8,1519.2,65,30,0.53,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00010140,2026-05-13 15:21:54.470,EVT-000109,TRX-00010140,CLI-012335,PROD-002129,Teodoro,Jean,Ropa,Arequipa,Jockey Plaza,5,44.42,222.1,114,40,0.38,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00003855,2026-05-13 15:21:54.573,EVT-000110,TRX-00003855,CLI-011113,PROD-002832,Germán,Guantes,Deportes,Lima,Mall Aventura,5,327.15,1635.75,139,37,0.71,True,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00043865,2026-05-13 15:21:54.675,EVT-000111,TRX-00043865,CLI-001822,PROD-003452,Tatiana,Mesa,Hogar,Chiclayo,Jockey Plaza,5,554.71,2773.55,259,27,0.51,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00054650,2026-05-13 15:21:54.777,EVT-000112,TRX-00054650,CLI-005481,PROD-002473,Lidia,Jean,Ropa,Lima,Real Plaza,5,277.03,1385.15,177,32,0.15,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00057874,2026-05-13 15:21:54.879,EVT-000113,TRX-00057874,CLI-017943,PROD-004517,Custodio,Mesa,Hogar,Trujillo,Open Plaza,5,595.09,2975.45,68,10,0.5,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00092642,2026-05-13 15:21:54.981,EVT-000114,TRX-00092642,CLI-018427,PROD-003589,Flora,Jean,Ropa,Cusco,Mall Aventura,2,720.11,1440.22,354,22,0.14,False,2026-05-13 15:21:54,2026-05-13 15:22:00.008,2
TRX-00072611,2026-05-13 15:21:55.083,EVT-000115,TRX-00072611,CLI-016593,PROD-004410,Cirino,Mesa,Hogar,Chiclayo,Mall Aventura,3,203.57,610.71,421,39,0.28,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00005087,2026-05-13 15:21:55.185,EVT-000116,TRX-00005087,CLI-018300,PROD-002981,Guadalupe,Casaca,Ropa,Arequipa,Jockey Plaza,5,745.35,3726.75,290,13,0.62,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00076636,2026-05-13 15:21:55.289,EVT-000117,TRX-00076636,CLI-018735,PROD-000809,Ildefonso,Jean,Ropa,Arequipa,Open Plaza,2,25.36,50.72,187,10,0.24,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00065223,2026-05-13 15:21:55.391,EVT-000118,TRX-00065223,CLI-008125,PROD-000697,Wilfredo,Mochila,Accesorios,Piura,Jockey Plaza,5,606.08,3030.4,164,26,0.64,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00074643,2026-05-13 15:21:55.493,EVT-000119,TRX-00074643,CLI-019051,PROD-000613,Silvia,Lámpara,Hogar,Piura,Real Plaza,5,411.99,2059.95,198,24,0.48,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00009699,2026-05-13 15:21:55.595,EVT-000120,TRX-00009699,CLI-010870,PROD-003061,Gerónimo,Bicicleta,Deportes,Cusco,Mall Aventura,5,483.61,2418.05,189,22,0.58,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00044647,2026-05-13 15:21:55.697,EVT-000121,TRX-00044647,CLI-012644,PROD-003333,Crescencia,Guantes,Deportes,Trujillo,Jockey Plaza,1,251.15,251.15,200,27,0.41,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00008073,2026-05-13 15:21:55.799,EVT-000122,TRX-00008073,CLI-014665,PROD-001923,Prudencio,Sandalias,Calzado,Trujillo,Mall Aventura,4,435.28,1741.12,369,30,0.54,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00055261,2026-05-13 15:21:55.901,EVT-000123,TRX-00055261,CLI-016992,PROD-001160,Gervasio,Casaca,Ropa,Lima,Mega Plaza,4,349.19,1396.76,320,40,0.13,False,2026-05-13 15:21:55,2026-05-13 15:22:00.008,2
TRX-00076470,2026-05-13 15:21:56.004,EVT-000124,TRX-00076470,CLI-001539,PROD-002715,Juanito,Mesa,Hogar,Lima,Real Plaza,5,124.66,623.3,397,15,0.34,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00021282,2026-05-13 15:21:56.106,EVT-000125,TRX-00021282,CLI-017177,PROD-003588,Celestino,Bicicleta,Deportes,Chiclayo,Mega Plaza,3,600.73,1802.19,67,30,0.61,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00053826,2026-05-13 15:21:56.209,EVT-000126,TRX-00053826,CLI-014700,PROD-000243,Begoña,Reloj,Accesorios,Arequipa,Mega Plaza,3,273.24,819.72,170,27,0.15,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00013419,2026-05-13 15:21:56.311,EVT-000127,TRX-00013419,CLI-002575,PROD-003066,Vasco,Mesa,Hogar,Piura,Mall Aventura,3,279.71,839.13,243,26,0.4,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00039803,2026-05-13 15:21:56.413,EVT-000128,TRX-00039803,CLI-002155,PROD-000004,Prudencio,Guantes,Deportes,Lima,Real Plaza,1,99.63,99.63,239,26,0.18,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00069163,2026-05-13 15:21:56.515,EVT-000129,TRX-00069163,CLI-014104,PROD-000440,Modesta,Silla,Hogar,Lima,Jockey Plaza,1,220.26,220.26,8,12,0.82,True,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00071808,2026-05-13 15:21:56.617,EVT-000130,TRX-00071808,CLI-000579,PROD-000142,Jose Carlos,Reloj,Accesorios,Piura,Mega Plaza,1,100.41,100.41,113,14,0.34,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00091095,2026-05-13 15:21:56.719,EVT-000131,TRX-00091095,CLI-010268,PROD-002688,Leocadio,Polo,Ropa,Cusco,Mall Aventura,4,540.72,2162.88,113,38,0.56,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00022527,2026-05-13 15:21:56.821,EVT-000132,TRX-00022527,CLI-013831,PROD-004763,Florinda,Silla,Hogar,Arequipa,Jockey Plaza,1,458.94,458.94,225,15,0.18,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00038625,2026-05-13 15:21:56.923,EVT-000133,TRX-00038625,CLI-002859,PROD-000696,Marcelo,Zapatillas,Calzado,Cusco,Open Plaza,5,64.19,320.95,241,22,0.42,False,2026-05-13 15:21:56,2026-05-13 15:22:00.008,2
TRX-00058176,2026-05-13 15:21:57.025,EVT-000134,TRX-00058176,CLI-000329,PROD-000925,Eladio,Pelota,Deportes,Chiclayo,Mall Aventura,5,517.88,2589.4,259,26,0.66,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00002204,2026-05-13 15:21:57.127,EVT-000135,TRX-00002204,CLI-004428,PROD-002499,Nereida,Casaca,Ropa,Piura,Mall Aventura,2,572.52,1145.04,305,12,0.09,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00001826,2026-05-13 15:21:57.229,EVT-000136,TRX-00001826,CLI-008191,PROD-000380,Marianela,Silla,Hogar,Trujillo,Real Plaza,1,753.23,753.23,433,13,0.2,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00013540,2026-05-13 15:21:57.331,EVT-000137,TRX-00013540,CLI-002580,PROD-003600,Venceslás,Mochila,Accesorios,Trujillo,Mall Aventura,2,247.19,494.38,258,17,0.34,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00065843,2026-05-13 15:21:57.433,EVT-000138,TRX-00065843,CLI-013771,PROD-003424,Nidia,Botas,Calzado,Arequipa,Real Plaza,3,398.86,1196.58,47,14,0.32,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00034569,2026-05-13 15:21:57.536,EVT-000139,TRX-00034569,CLI-011644,PROD-000294,Silvia,Botas,Calzado,Chiclayo,Mall Aventura,3,443.6,1330.8,143,31,0.43,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00081967,2026-05-13 15:21:57.638,EVT-000140,TRX-00081967,CLI-015016,PROD-000346,Marisol,Bicicleta,Deportes,Chiclayo,Jockey Plaza,3,217.66,652.98,44,11,0.08,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00011741,2026-05-13 15:21:57.740,EVT-000141,TRX-00011741,CLI-012033,PROD-003840,Reinaldo,Bicicleta,Deportes,Arequipa,Jockey Plaza,1,46.55,46.55,277,34,0.12,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00062093,2026-05-13 15:21:57.842,EVT-000142,TRX-00062093,CLI-002462,PROD-001009,Lola,Zapatillas,Calzado,Cusco,Jockey Plaza,1,680.49,680.49,147,24,0.31,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00028198,2026-05-13 15:21:57.945,EVT-000143,TRX-00028198,CLI-000537,PROD-003860,Calixto,Guantes,Deportes,Trujillo,Jockey Plaza,1,266.9,266.9,353,32,0.22,False,2026-05-13 15:21:57,2026-05-13 15:22:00.008,2
TRX-00044976,2026-05-13 15:21:58.048,EVT-000144,TRX-00044976,CLI-004615,PROD-004397,Calisto,Correa,Accesorios,Arequipa,Mega Plaza,3,102.94,308.82,45,39,0.25,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00071458,2026-05-13 15:21:58.149,EVT-000145,TRX-00071458,CLI-003364,PROD-001956,Esther,Casaca,Ropa,Lima,Mall Aventura,4,609.97,2439.88,9,24,0.73,True,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00082688,2026-05-13 15:21:58.252,EVT-000146,TRX-00082688,CLI-017394,PROD-002006,Ulises,Zapatillas,Calzado,Lima,Open Plaza,4,651.31,2605.24,233,23,0.41,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00064856,2026-05-13 15:21:58.355,EVT-000147,TRX-00064856,CLI-013657,PROD-001247,Claudia,Botas,Calzado,Cusco,Mega Plaza,4,629.45,2517.8,202,25,0.66,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00084127,2026-05-13 15:21:58.457,EVT-000148,TRX-00084127,CLI-001104,PROD-000744,Perlita,Zapatillas,Calzado,Piura,Mall Aventura,5,437.39,2186.95,376,16,0.6,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00048559,2026-05-13 15:21:58.559,EVT-000149,TRX-00048559,CLI-014298,PROD-004589,Eugenio,Guantes,Deportes,Cusco,Jockey Plaza,2,324.5,649.0,445,30,0.1,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00027345,2026-05-13 15:21:58.662,EVT-000150,TRX-00027345,CLI-010288,PROD-003163,Camilo,Correa,Accesorios,Chiclayo,Mega Plaza,3,711.95,2135.85,43,17,0.58,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00090502,2026-05-13 15:21:58.765,EVT-000151,TRX-00090502,CLI-019150,PROD-002623,Geraldo,Pelota,Deportes,Trujillo,Mega Plaza,5,146.69,733.45,288,10,0.23,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00011406,2026-05-13 15:21:58.868,EVT-000152,TRX-00011406,CLI-000866,PROD-003187,Reina,Polo,Ropa,Arequipa,Real Plaza,5,140.99,704.95,204,18,0.14,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00052897,2026-05-13 15:21:58.970,EVT-000153,TRX-00052897,CLI-012278,PROD-004593,Ciríaco,Mochila,Accesorios,Trujillo,Mall Aventura,3,283.37,850.11,33,32,0.32,False,2026-05-13 15:21:58,2026-05-13 15:22:00.008,2
TRX-00051433,2026-05-13 15:21:59.073,EVT-000154,TRX-00051433,CLI-007243,PROD-002193,Clementina,Reloj,Accesorios,Lima,Mall Aventura,4,591.23,2364.92,90,11,0.45,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00045530,2026-05-13 15:21:59.175,EVT-000155,TRX-00045530,CLI-013519,PROD-002107,Armida,Polo,Ropa,Arequipa,Real Plaza,4,602.07,2408.28,171,24,0.64,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00012222,2026-05-13 15:21:59.277,EVT-000156,TRX-00012222,CLI-013758,PROD-003413,Judith,Polo,Ropa,Arequipa,Jockey Plaza,4,123.43,493.72,76,28,0.43,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00081003,2026-05-13 15:21:59.379,EVT-000157,TRX-00081003,CLI-006613,PROD-002267,Fernando,Polo,Ropa,Chiclayo,Jockey Plaza,1,595.55,595.55,170,40,0.15,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00054873,2026-05-13 15:21:59.481,EVT-000158,TRX-00054873,CLI-005328,PROD-003159,Jose Carlos,Pelota,Deportes,Arequipa,Mega Plaza,1,748.51,748.51,332,16,0.16,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00008917,2026-05-13 15:21:59.584,EVT-000159,TRX-00008917,CLI-015444,PROD-004868,Pepe,Pelota,Deportes,Lima,Mall Aventura,5,518.05,2590.25,195,15,0.48,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00067051,2026-05-13 15:21:59.686,EVT-000160,TRX-00067051,CLI-001508,PROD-001430,Héctor,Pelota,Deportes,Trujillo,Mall Aventura,1,678.03,678.03,122,19,0.38,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00044568,2026-05-13 15:21:59.788,EVT-000161,TRX-00044568,CLI-008613,PROD-002310,Bernarda,Silla,Hogar,Lima,Mega Plaza,3,31.44,94.32,316,23,0.3,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00091803,2026-05-13 15:21:59.892,EVT-000162,TRX-00091803,CLI-003419,PROD-004700,Edgardo,Correa,Accesorios,Lima,Real Plaza,2,141.99,283.98,33,35,0.9,True,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
TRX-00036291,2026-05-13 15:21:59.994,EVT-000163,TRX-00036291,CLI-011024,PROD-002822,Dan,Correa,Accesorios,Lima,Real Plaza,1,717.67,717.67,412,17,0.34,False,2026-05-13 15:21:59,2026-05-13 15:22:00.008,2
